hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions,Group
秩,秩,zhì,zhi4,7,高等,order/orderliness/(classifier) ten years,Group 3
讶,訝,yà,ya4,7,高等,astounded,Group 3
桶,桶,tǒng,tong3,7,高等,"bucket/(trash) can/barrel (of oil etc)/CL:個|个[ge4],隻|只[zhi1]",Group 3
淘,淘,táo,tao2,7,高等,to wash/to clean out/to cleanse/to eliminate/to dredge,Group 3
汰,汰,tài,tai4,7,高等,to discard/to eliminate,Group 3
吻,吻,wěn,wen3,7,高等,variant of 吻[wen3],Group 3
狱,獄,yù,yu4,7,高等,prison,Group 3
迹,跡,jì,ji4,7,高等,variant of 跡|迹[ji4],Group 3
砍,砍,kǎn,kan3,7,高等,to chop/to cut down/to throw sth at sb,Group 3
柔,柔,róu,rou2,7,高等,soft/flexible/supple/yielding/rho (Greek letter Ρρ),Group 3
孕,孕,yùn,yun4,7,高等,pregnant,Group 3
撒,撒,sā,sa1,7,高等,to scatter/to sprinkle/to spill,Group 3
墅,墅,shù,shu4,7,高等,villa,Group 3
踪,蹤,zōng,zong1,7,高等,(bound form) footprint; trace; tracks,Group 3
钥,鑰,yào,yao4,7,高等,key/also pr. [yao4],Group 3
匙,匙,shi,shi,7,高等,used in 鑰匙|钥匙[yao4 shi5],Group 4
劫,劫,jié,jie2,7,高等,to rob/to plunder/to seize by force/to coerce/calamity/abbr. for kalpa 劫波[jie2 bo1],Group 4
脖,脖,bó,bo2,7,高等,neck,Group 4
惧,懼,jù,ju4,7,高等,to fear,Group 4
董,董,dǒng,dong3,7,高等,to supervise/to direct/director,Group 4
陌,陌,mò,mo4,7,高等,raised path/street,Group 4
拳,拳,quán,quan2,7,高等,fist/boxing,Group 4
讼,訟,sòng,song4,7,高等,litigation,Group 4
绑,綁,bǎng,bang3,7,高等,to tie/bind or fasten together/to kidnap,Group 4
抛,拋,pāo,pao1,7,高等,to throw/to toss/to fling/to cast/to abandon,Group 4
耍,耍,shuǎ,shua3,7,高等,"to play with/to wield/to act (cool etc)/to display (a skill, one's temper etc)",Group 4
署,署,shǔ,shu3,7,高等,office/bureau/(Taiwan pr. [shu4]) to sign/to arrange,Group 4
玫,玫,méi,mei2,7,高等,(fine jade)/used in 玫瑰[mei2 gui1],Group 4
瑰,瑰,guī,gui1,7,高等,old variant of 瑰[gui1],Group 4
涯,涯,yá,ya2,7,高等,border/horizon/shore,Group 4
寂,寂,jì,ji4,7,高等,silent/solitary/Taiwan pr. [ji2],Group 4
寞,寞,mò,mo4,7,高等,lonesome,Group 4
携,攜,xié,xie2,7,高等,to carry/to take along/to bring along/to hold (hands)/also pr. [xi1],Group 4
剂,劑,jì,ji4,7,高等,dose (medicine),Group 5
惹,惹,rě,re3,7,高等,to provoke/to irritate/to vex/to stir up/to anger/to attract (troubles)/to cause (problems),Group 5
贼,賊,zéi,zei2,7,高等,thief/traitor/wily/deceitful/evil/extremely,Group 5
唉,唉,āi,ai1,7,高等,alas/oh dear,Group 5
涂,塗,tú,tu2,7,高等,variant of 途[tu2],Group 5
厦,廈,shà,sha4,7,高等,tall building/mansion/rear annex/lean-to/also pr. [xia4],Group 5
蛮,蠻,mán,man2,7,高等,barbarian/bullying/very/quite/rough/reckless,Group 5
诱,誘,yòu,you4,7,高等,(literary) to induce; to entice,Group 5
惑,惑,huò,huo4,7,高等,to confuse/to be puzzled,Group 5
哎,哎,āi,ai1,7,高等,hey!/(interjection used to attract attention or to express surprise or disapprobation),Group 5
逮,逮,dǎi,dai3,7,高等,(literary) to arrest/to seize/to overtake/until,Group 5
趁,趁,chèn,chen4,7,高等,old variant of 趁[chen4],Group 5
邦,邦,bāng,bang1,7,高等,(bound form) country; nation; state,Group 5
娶,娶,qǔ,qu3,7,高等,to take a wife/to marry (a woman),Group 5
镑,鎊,bàng,bang4,7,高等,pound (sterling) (loanword),Group 5
坑,坑,kēng,keng1,7,高等,variant of 坑[keng1],Group 6
尿,尿,niào,niao4,7,高等,(coll.) urine,Group 6
粒,粒,lì,li4,7,高等,"grain/granule/classifier for small round things (peas, bullets, peanuts, pills, grains etc)",Group 6
宪,憲,xiàn,xian4,7,高等,statute/constitution,Group 6
扯,扯,chě,che3,7,高等,variant of 扯[che3]/to pull/to tear,Group 6
雾,霧,wù,wu4,7,高等,"fog/mist/CL:場|场[chang2],陣|阵[zhen4]",Group 6
谨,謹,jǐn,jin3,7,高等,cautious/careful/solemnly/sincerely (formal),Group 6
慎,慎,shèn,shen4,7,高等,old variant of 慎[shen4],Group 6
甩,甩,shuǎi,shuai3,7,高等,to throw/to fling/to swing/to leave behind/to throw off/to dump (sb),Group 6
恼,惱,nǎo,nao3,7,高等,to get angry,Group 6
痕,痕,hén,hen2,7,高等,scar/traces,Group 6
雅,雅,yǎ,ya3,7,高等,elegant,Group 6
羡,羨,xiàn,xian4,7,高等,to envy,Group 6
慕,慕,mù,mu4,7,高等,to admire,Group 6
飘,飄,piāo,piao1,7,高等,to float (in the air); to flutter; to waft/complacent; frivolous/weak; shaky; wobbly,Group 6
戚,戚,qī,qi1,7,高等,relatives; kin/grief; sorrow/battle-axe,Group 6
慈,慈,cí,ci2,7,高等,compassionate/gentle/merciful/kind/humane,Group 7
宙,宙,zhòu,zhou4,7,高等,eternity/(geology) eon,Group 7
兹,茲,zī,zi1,7,高等,now/here/this/time/year,Group 7
抹,抹,mǒ,mo3,7,高等,to plaster/to go around/to skirt,Group 7
芯,芯,xīn,xin1,7,高等,used in 芯子[xin4 zi5]/Taiwan pr. [xin1],Group 7
曝,曝,pù,pu4,7,高等,to air/to sun,Group 7
拟,儗擬,nǐ,ni3,7,高等,to plan to/to draft (a plan)/to imitate/to assess/to compare/pseudo-,Group 7
